128,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2024,SK ALOR MENGKUDU,JLN. ALOR MENGKUDU,ALOR SETAR,05400,047315497,047300403
129,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2025,SK TUNKU RAUDZAH,"JALAN LANGGAR,",ALOR STAR,05460,047321096,047321096
130,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2026,SK HUTAN KAMPONG,JALAN HUTAN KAMPONG,ALOR STAR,05350,047145275,047142369
131,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2028,SK KAMPONG GELAM,JALAN DATUK KUMBAR,ALOR STAR,05300,047323750,047323750
132,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2029,SK GERIGIS,JALAN DATUK KUMBAR,ALOR STAR,05300,047345290,047345290
133,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2030,SK SRI TAMAN,KUALA ALOR,ALOR STAR,05400,047347381,047347381
134,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2031,SK KUALA KEDAH,"SEBERANG KOTA, KUALA KEDAH",ALOR SETAR,06600,047627088,047627088
135,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2032,SK LANGGAR,"JALAN LANGGAR,",ALOR SETAR,06500,047876930,047877421
136,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2033,SK HAJI ABU BAKAR,MUKIM LEPAI,ALOR STAR,05350,047142830,047142830
137,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2036,SK SEBERANG PERAK BARU,JALAN BUNGA RAYA,ALOR STAR,05050,047721446,047721446
138,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2037,SK SEBERANG PERAK,JALAN SEBERANG PERAK,ALOR SETAR,05050,047721185,047721185
139,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2038,SK HAJI ISMAIL,KUALA KEDAH,ALOR STAR,06600,047621101,047621101
140,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2039,SK JALAN PEGAWAI,PERSIARAN SULTAN ABDUL HAMID,ALOR STAR,05050,047710312,047710312
141,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2040,SK SG KOROK LAMA,PERSIARAN SULTAN ABDUL HAMID,ALOR STAR,05050,047774122,047774121
142,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2041,SK HJ IDRIS TAJAR,LANGGAR,ALOR STAR,06500,047313071,047300216
143,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2042,SK DATO' WAN MOHD SAMAN,"BATU 3 TANDOP,",ALOR SETAR,05400,047713671,047724937
144,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2045,SK TELOK KECHAI,JALAN KUALA KEDAH,ALOR STAR,06600,047772299,047772297
145,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2049,SK BULUH LIMA,KOTA SARANG SEMUT,ALOR STAR,06800,047693231,047693231
146,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2055,SK KANGKONG,SIMPANG EMPAT,ALOR STAR,06650,047641751,047641751
147,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2058,SK LAHAR BUDI,SK LAHAR BUDI,ALOR SETAR,05400,047412372,047413595
148,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2061,SK HJ HASSAN ITAM,SIMPANG EMPAT,ALOR SETAR,06650,047642079,047642079
149,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2064,SK TEBENGAU,"KM 13 , JALAN YAN",KUALA KEDAH,06600,047622254,047622254
150,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2065,SK HAJI WAHAB,"KAMPUNG TOK KELING,",ALOR STAR,05400,047415395,047415396
151,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2066,SK DARUL HIKMAH,"KM14, JALAN JELAI/JALAN DATUK KUMBAR",ALOR STAR,06500,047342237,047342237
152,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2073,SK KAMPONG JAWA,KOTA SARANG SEMUT,ALOR STAR,06800,047695090,047695090
153,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2074,SK SRI MAHAWANGSA,KUALA SALA,"KOTA SARANG SEMUT",06800,047694792,047694792
154,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2084,SK BUKIT PINANG,JALAN PADANG TEMBAK,KEPALA BATAS,06200,047141890,047144942
155,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2085,SK TAMAN UDA,L EBUHRAYA SULTANAH BAHIYAH,ALOR STAR,05350,047309269,047327358
156,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2087,SK PENDIDIKAN KHAS ALOR SETAR,KUALA ALOR,ALOR SETAR,05400,047325168,047342148
157,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2088,SK TAMAN RAKYAT,LEBUHRAYA SULTANAH BAHIYAH,ALOR SETAR,05350,047336372,047353681
158,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2089,SK SERI PANTAI,KUALA KEDAH,ALOR SETAR,06600,047623017,047623017
159,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2090,SK SERI PERDANA,LEBUHRAYA SULTANAH BAHIYAH,ALOR SETAR,05350,047348440,047349522
160,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2091,SK PEREMBA,JALAN KILANG TEBU,ALOR STAR,05050,047771500,047771501
161,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2092,SK JALAN DATUK KUMBAR,JALAN DATUK KUMBAR,ALOR SETAR,05300,047327578,047327578
162,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2093,SK KEBUN PINANG,TANDOP,ALOR STAR,05400,047644377,047644377
163,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2094,SK TAMAN AMAN,ANAK BUKIT,ALOR STAR,06550,047302075,047302075
164,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2095,SK TAMAN BERSATU,JALAN YAN,KUALA KEDAH,06600,047626607,047621757
165,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2096,SK SEBERANG NYONYA,"KM10, JALAN KUALA KEDAH",ALOR STAR,06600,047627995,047627966
166,KEDAH,PPD KOTA SETAR,Kebangsaan,KBA2098,SK TAMAN AWANA,JALAN LANGGAR,ALOR SETAR,05460,047876353,047876349
167,KEDAH,PPD KOTA SETAR,Kebangsaan,KBAB001,SK WAN ABDUL SAMAD,POKOK SENA,POKOK SENA,06400,047821311,047824211
