BIL,NEGERI,PPD,JENIS SEKOLAH,KOD SEKOLAH,NAMA SEKOLAH,ALAMAT,DAERAH,POSKOD,NO TELEFON,NO FAKS
164,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4141,SMK SAYONG,JALAN PARIT - SAYONG,KUALA KANGSAR,33040,057731121,057731120
165,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEB4072,SMK RAJA MUDA MUSA,JLN SULTAN ISKANDAR SHAH,KUALA KANGSAR,33007,057733112,057733111
166,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEB4073,SMK TSUNG WAH,"66-B, JLN DATO SAGOR",KUALA KANGSAR,33000,057777644,057764962
167,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEB4075,SMK METHODIST,JALAN BESAR,"SUNGAI SIPUT (U)",31100,055981462,055973024
168,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEB4076,SMK SHING CHUNG,JALAN BESAR,"SUNGAI SIPUT (U)",31100,055981353,055972924
169,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEB4077,SMK DATUK HJ ABD WAHAB,JALAN KAMPUNG SENTOSA,"SUNGAI SIPUT (U)",31100,055981582,055983662
170,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEE4070,SMK CLIFFORD,JALAN TAIPING,KUALA KANGSAR,33009,057731313,057731314
171,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEE4071,SMK RAJA PEREMPUAN KELSOM,BUKIT KERAJAAN,KUALA KANGSAR,33000,057761516,057777458
172,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEE4079,SMK SULTAN TAJUL ARIFFIN,JALAN BESAR PEKAN MANONG,MANONG,33800,057438000,057438002
173,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEE4081,SMK TUN PERAK,JALAN BESAR PEKAN PADANG RENGAS,"PADANG RENGAS",33700,057584236,057583590
174,PERAK,"PPD LARUT/MATANG/SELAMA",Kolej,AKE6159,KOLEJ VOKASIONAL TAIPING,"BATU 4,KAMUNTING",KAMUNTING,34600,058839371,058839358
175,PERAK,"PPD LARUT/MATANG/SELAMA",SM agama,AFT6001,SM ADDINIAH,KAMPUNG JELUTONG,"CHANGKAT JERING",34850,058554667,058554766
176,PERAK,"PPD LARUT/MATANG/SELAMA",SM agama,AFT6002,MAAHAD AL MAARIF AL ISLAMIAH BATU 9 PERAK,BATU 9 JALAN TRONG,"CHANGKAT JERING",34850,058553420,058553420
177,PERAK,"PPD LARUT/MATANG/SELAMA",SM agama,AFT6003,SABK MAAHAD AL-KHAIR LIL BANAT,"JALAN SEKOLAH ARAB, KG JANA BARU",KAMUNTING,34600,058071021,058087750
178,PERAK,"PPD LARUT/MATANG/SELAMA",SM agama,AFT6004,MAAHAD AL TARBIAH AL ISLAMIAH,BATU 8 JALAN TRONG,"CHANGKAT JERING",34850,058552957,058551704
179,PERAK,"PPD LARUT/MATANG/SELAMA",SM agama,AFT6005,SABK SYUBBANIAH,BATU KURAU,BATU KURAU,34500,058880039,058880039
180,PERAK,"PPD LARUT/MATANG/SELAMA","SM Berasrama Penuh",AEA6050,SM SAINS RAJA TUN AZLAN SHAH,PETI SURAT 79,TAIPING,34000,058083020,058062576
181,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6048,SMK DOKTOR BURHANUDDIN,"NO 58, JALAN RAJA SULONG, KG BOYAN",TAIPING,34000,058072213,058072842
182,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6049,SMK SUNGAI BAYOR,SIMPANG TIGA,"RANTAU PANJANG",34140,058394580,058394580
183,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6051,SMK SIMPANG,JALAN MATANG,SIMPANG,34700,058471144,058483615
184,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6052,SMK KAMUNTING,JLN KG EXPO,KAMUNTING,34600,058913723,058913741
185,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6053,SMK DATO' WAN AHMAD RASDI,JALAN TRONG,"CHANGKAT JERING",34850,058552661,058554429
186,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6054,SMK JELAI,"JALAN BESAR, JELAI",BATU KURAU,34520,058881627,058881323
187,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6055,SMK TAMAN TASIK,JALAN NEPTUNE,TAIPING,34000,058085181,058053673
188,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6056,SMK BUKIT JANA,JALAN BATU 4 1/2,KAMUNTING,34600,058839230,058837139
189,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6057,SMK KAMPUNG JAMBU,JALAN CONVENT,TAIPING,34000,058075350,058075371
190,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6058,SMK PENGKALAN AUR,JALAN AIR KUNING CHANGKAT JERING,TAIPING,34850,058554009,058553752
191,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6059,SMK TAMAN PANGLIMA,ASSAM KUMBANG,TAIPING,34000,058069786,058078498
192,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6060,SMK KUBU GAJAH,JALAN TAIPING,SELAMA,34130,058391913,058391913
193,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6061,SMK MATANG,JALAN MATANG,MATANG,34750,058476877,058476355
194,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6062,SMK KLIAN PAUH,JALAN LUMBA KUDA,TAIPING,34000,058073970,058060187
195,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6063,SMK TOH JOHAN,TRONG,TRONG,34800,058577081,058577040
196,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEA6159,"SEKOLAH MENENGAH KEBANGSAAN KAMPONG PERAK",BATU KURAU,BATU KURAU,34500,0194361417,""
197,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6051,SMK ST. GEORGE,JALAN STESEN,TAIPING,34000,058072408,058053115
198,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6052,SMK (P) TREACHER METHODIST,"NO. 5, JLN MUZIUM",TAIPING,34000,058074888,058074888
199,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6053,SMK CONVENT,JALAN CONVENT,TAIPING,34000,058073650,058070415
200,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6054,SMK HUA LIAN,NO 10 JLN LUMBA KUDA,TAIPING,34008,058073472,058066732
201,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6055,SMK SRI KOTA,"JALAN RAJA SULONG, KPG BOYAN",TAIPING,34000,058073591,058089915
202,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEB6056,SMK DARUL RIDWAN,JALAN IZUDDIN SHAH,TAIPING,34007,058072727,058086570
203,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEE6050,SM KING EDWARD VII,JALAN MUZIUM HULU,TAIPING,34000,058073191,058060431
204,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEE6058,SMK DATO KAMARUDDIN,JALAN BESAR BATU KURAU,BATU KURAU,34500,058880346,058881226
205,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEE6059,SMK DATO' HJ HUSSEIN,JALAN WAN MD RAZALLI,SELAMA,34100,058394048,058396151
206,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEE6060,SMK TAT BENG,SG NYIOR,TRONG,34800,058544220,058544409
207,PERAK,"PPD LARUT/MATANG/SELAMA",SM Kebangsaan,AEE6061,SMK TENGKU MENTERI,JALAN KUALA KANGSAR,"CHANGKAT JERING",34850,058554019,058552996
208,PERAK,"PPD LARUT/MATANG/SELAMA","SM+ SR (Model Khas)",AEA6158,SMK REDANG PANJANG,IJOK,BATU KURAU,34510,058801385,058801385
209,PERAK,PPD MANJUNG,Kolej,AHA1002,KOLEJ VOKASIONAL SERI MANJUNG,BANDAR BARU SERI MANJUNG,SERI MANJUNG,32040,056881608,056886327
210,PERAK,PPD MANJUNG,SM agama,AFT1001,MAAHAD ISLAHIAH ADDINIAH,BATU 10 LEKIR,SITIAWAN,32020,056792350,056792350
211,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1109,SMK SERI MANJUNG,SERI MANJUNG,SERI MANJUNG,32040,056881372,056887133
212,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1110,SMK AHMAD BOESTAMAM,JLN HJ MOHD ALI,SITIAWAN,32000,056911552,056927724
213,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1111,SMK PANGKALAN TLDM,PANGKALAN TLDM LUMUT,LUMUT,32100,056835848,056833601
214,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1112,SMK BATU SEPULUH,LEKIR,SITIAWAN,32020,056798310,056798314
215,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1113,SMK PANTAI REMIS,JALAN TAMAN BINTANG,PANTAI REMIS,34900,056775484,056779400
216,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1114,SMK SERI SAMUDERA,MANJUNG RAYA,SERI MANJUNG,32040,056882140,056882161
217,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1115,SMK CHANGKAT BERUAS,JALAN TAIPING,BERUAS,32700,056749655,056748240
218,PERAK,PPD MANJUNG,SM Kebangsaan,AEA1116,SMK KG. DATO' SERI KAMARUDDIN,SERI MANJUNG,SERI MANJUNG,32040,056881332,056881394
219,PERAK,PPD MANJUNG,SM Kebangsaan,AEB1027,SMK CONVENT,JALAN RAJA OMAR,SITIAWAN,32000,056913932,056919585
220,PERAK,PPD MANJUNG,SM Kebangsaan,AEB1031,SMK NAN HWA,JALAN LIN CHEN MEI,SITIAWAN,32000,056911077,056929003
221,PERAK,PPD MANJUNG,SM Kebangsaan,AEB1033,SMK DINDINGS,PUNDUT,LUMUT,32200,056812119,056835670
222,PERAK,PPD MANJUNG,SM Kebangsaan,AEB1034,SMK AYER TAWAR,JALAN PASAR,AYER TAWAR,32400,056722042,056724863
223,PERAK,PPD MANJUNG,SM Kebangsaan,AEB1036,SMK METHODIST,JALAN BESAR AYER TAWAR,AYER TAWAR,32400,056722492,056721732
224,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1026,SMK METHODIST (ACS),JALAN LIN CHEN MEI,SITIAWAN,32000,056911071,056926098
225,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1030,SMK TOK PERDANA,JALAN TOK PERDANA,SITIAWAN,32000,056911154,056926151
226,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1032,SMK RAJA SHAHRIMAN,JALAN PARIT,BERUAS,32700,056749237,056748726
227,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1036,SMK AMBROSE,JALAN AYER TAWAR,AYER TAWAR,32400,056722373,056728549
228,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1037,SMK PANGKOR,JALAN PASIR BOGAK,PANGKOR,32300,056851014,056851014
229,PERAK,PPD MANJUNG,SM Kebangsaan,AEE1038,SMK DATO' IDRIS,PENGKALAN BHARU,PANTAI REMIS,34900,056771169,056777709
230,PERAK,PPD PERAK TENGAH,Kolej,AHA8002,KOLEJ VOKASIONAL SERI ISKANDAR,SERI ISKANDAR,SERI ISKANDAR,32610,053711370,053711372
231,PERAK,PPD PERAK TENGAH,SM agama,AFT8001,SMA MAAHAD AL AZIZ,JALAN MASJID,PARIT,32800,053772489,053771378
232,PERAK,PPD PERAK TENGAH,SM agama,AFT8002,MAAHAD EHYAK DINIAH ISLAMIAH,JALAN TANJUNG TUALANG,"KAMPUNG GAJAH",36800,056311142,056311142
233,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8001,SMK SULTAN MUHAMMAD SHAH,JALAN PADANG BOLA,PARIT,32800,053778236,053778236
234,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8002,SMK SULTAN MUZAFAR SHAH 1,LAMBOR KANAN,BOTA,32600,053761377,053762275
235,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8003,SMK SULTAN ABDUL JALIL SHAH,SEBERANG PERAK,TELUK INTAN,36000,056553954,056551942
236,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8004,SMK LAYANG-LAYANG KIRI,LAYANG-LAYANG KIRI,PARIT,32800,053761125,053761449
237,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8005,SMK CHANGKAT LADA,BANDAR SEBERANG PERAK,"KAMPONG GAJAH",36800,056551097,056551009
238,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8006,SMK LAMBOR KIRI,KG. LAMBOR KIRI,LAMBOR KANAN,32900,053761187,053764080
239,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8007,SMK SUNGAI RANGGAM,KOTA SETIA,KG GAJAH,36810,056224350,056225054
240,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8008,SMK SERI ISKANDAR,SERI ISKANDAR,SERI ISKANDAR,32610,053712892,053712892
241,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8009,"SEKOLAH MENENGAH KEBANGSAAN  SERI LONDANG",BOTA,BOTA,32600,053762041,053761086
242,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEE8701,SMK ISKANDAR SHAH,JALAN PEJABAT POS,PARIT,32800,053771228,053774420
243,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEE8702,SMK DATO'  ABDUL RAHMAN YAAKUB,BOTA KANAN,BOTA,32600,053761626,053763894
244,PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEE8703,SMK DATO' SERI MAHARAJA LELA,"JALAN BESAR, KG GAJAH","KAMPUNG GAJAH",36800,056311250,056312815
245,PERAK,PPD PERAK TENGAH,SMK Agama,ARA8001,SMKA SULTAN AZLAN SHAH,SERI ISKANDAR,BOTA,32600,053711689,053712360
