BIL,NEGERI,PPD,JENIS SEKOLAH,KOD SEKOLAH,NAMA SEKOLAH,ALAMAT,DAERAH,POSKOD,NO TELEFON,NO FAKS
152,PERAK,PPD KUALA KANGSAR,SM agama,AFT4001,SM AGAMA AD-DINIAH AL-ISLAMIAH,"KAMPUNG LALANG, PADANG RENGAS",KUALA KANGSAR,33700,057585042,057583415
153,PERAK,PPD KUALA KANGSAR,SM agama,AFT4002,SM AGAMA MAAHAD AL-MIZAN,JLN BADAK JELIANG,MANONG,33800,057431431,057431193
154,PERAK,PPD KUALA KANGSAR,SM agama,AFT4003,SMA MAAHAD NURUL FADZLIAH,KAMPUNG KELIMAT,"SUNGAI SIPUT (U)",31120,055912248,055911154
155,PERAK,PPD KUALA KANGSAR,SM agama,AFT4004,MAAHAD AL YAHYAWIAH,KG  PONDOK,"PADANG RENGAS",33700,057584267,057585661
156,PERAK,PPD KUALA KANGSAR,SM agama,AFT4005,MADRASAH IDRISIAH,BUKIT CHANDAN,KUALA KANGSAR,33000,057761961,057768268
157,PERAK,PPD KUALA KANGSAR,"SM Berasrama Penuh",AEB4074,KOLEJ MELAYU KUALA KANGSAR,JALAN TUN ABDUL RAZAK,KUALA KANGSAR,33000,057761400,057764500
158,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4082,SMK BUKIT MERCHU,JALAN SULTAN ISKANDAR SHAH,KUALA KANGSAR,33000,057731140,057731144
159,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4083,SMK TEMENGGONG,KATI,KUALA KANGSAR,33020,057523210,057521946
160,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4085,"SEKOLAH MENENGAH TOH MUDA ABDUL AZIZ SUNGAI SIPUT (U)",JALAN SENTOSA,"SUNGAI SIPUT (U)",31100,055951370,055951371
161,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4086,SMK SIMPANG BELURU,ENGGOR,KUALA KANGSAR,33600,057731131,057731132
162,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4087,SMK MUHIBBAH,SIMPANG JALONG,"SUNGAI SIPUT (U)",31100,055951350,055951351
163,PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4131,SMK RLKT LASAH,FELDA LASAH,"SUNGAI SIPUT (U)",31120,055918182,055911037
