BIL,NEGERI,PPD,JENIS SEKOLAH,KOD SEKOLAH,NAMA SEKOLAH,ALAMAT,DAERAH,POSKOD,NO TELEFON,NO FAKS
165,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEA6014,SMK AYER HANGAT,MUKIM AYER HANGAT,LANGKAWI,07000,049561170,049561172
166,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEA6015,SMK TUNKU PUTRA,PADANG MATSIRAT,LANGKAWI,07100,049551384,049555643
167,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEA6016,SMK KEDAWANG,MKM KEDAWANG LANGKAWI,LANGKAWI,07000,049551145,049555695
168,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEA6017,"SMK LANGKAWI, P.TUBA",PULAU TUBA,LANGKAWI,07000,049672673,049672673
169,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEA6018,SMK KELIBANG,JALAN BATU ASAH,LANGKAWI,07000,049672540,049672685
170,KEDAH,PPD LANGKAWI,SM Kebangsaan,KEE6016,SMK MAHSURI,"JLN. AYER HANGAT MUKIM KUAH 07000 KUAH",LANGKAWI,07000,049666245,0496660927
171,KEDAH,PPD PADANG TERAP,SM agama,KFT7001,SMA DARIL IKTISAM,"BATU 28 1/4, JALAN PADANG SANAI, KUALA NERANG","KUALA NERANG",06300,047864875,047864157
172,KEDAH,PPD PADANG TERAP,SM agama,KFT7003,"SEKOLAH MENENGAH AGAMA AL-ISLAHIAH  AL-ISLAMIAH",FELDA LUBOK MERBAU,PENDANG,06710,047520054,""
173,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEA7017,SMK PADANG TERAP,"KM11 JALAN PADANG SANAI,PADANG TERAP","KUALA NERANG",06300,047860131,047865716
174,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEA7018,SMK LUBOK MERBAU,"FELDA LUBOK MERBAU,",PENDANG,06710,047520933,047522625
175,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEA7019,SMK NAKA,PEKAN NAKA MUKIM TEKAI KANAN,ALOR STAR,06350,047851517,047851517
176,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEA7020,SMK PEDU,"MUKIM PEDU, KUALA NERANG","KUALA NERANG",06300,047867688,047866501
177,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEA7021,SMK KUALA NERANG,KUALA NERANG,"KUALA NERANG",06300,047868970,047864348
178,KEDAH,PPD PADANG TERAP,SM Kebangsaan,KEE7017,SMK DATUK SYED AHMAD,KUALA NERANG,"KUALA NERANG",06300,047866217,047869575
179,KEDAH,PPD PENDANG,SM agama,KFT7002,SMA MA'AHAD TAHFIZ AL-ABIDIN,"KAMPUNG CERUK MANGGIS POKOK TAI",PENDANG,06720,"0124188447",044619696
180,KEDAH,PPD PENDANG,SM agama,KFTA001,MA'AHAD AL  IMAM AL SYAFIE,"KM 9 JALAN SUNGAI TIANG, SAWA KECHIL",PENDANG,06700,047410098,047410113
181,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA091,SMK TOKAI,"BATU 8, JALAN TOKAI, MK BUKIT RAYA",ALOR STAR,06660,047644657,047647981
182,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA092,SMK KUBOR PANJANG,KUBOR PANJANG,ALOR SETAR,06760,047846076,047847253
183,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA164,SMK AYER PUTEH DALAM,KM 6 JALAN BUKIT JENUN - PENDANG,PENDANG,06700,047596567,047596567
184,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA180,SMK TANAH MERAH,PENDANG,PENDANG,06700,047596505,047590245
185,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA181,SMK SYED IBRAHIM,PADANG PUSING,PENDANG,06700,047596273,047595422
186,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA183,SMK TUNKU TEMENGGUNG,JALAN BANGGOL PAUH,PENDANG,06700,047599269,047592231
187,KEDAH,PPD PENDANG,SM Kebangsaan,KEAA184,SMK TOBIAR,"KM 26, JALAN KUBOR PANJANG, MUKIM TOBIAR",PENDANG,06700,047849439,047849439
188,KEDAH,PPD PENDANG,SM Kebangsaan,KEEA103,SMK PENDANG,"BATU 16 JALAN PENDANG,",PENDANG,06700,047596249,047590250
189,KEDAH,PPD PENDANG,SM Kebangsaan,KEEA105,SMK SUNGAI TIANG,FELDA SUNGAI TIANG,PENDANG,06750,047541264,047541264
190,KEDAH,PPD PENDANG,SM+ SR (Model Khas),KEAA182,SEK MODEL KHAS BUKIT JENUN,BUKIT JENUN,PENDANG,06720,047599460,047599107
